job_title,company_name,location,City,State,time_posted,num_applicants,salary,seniority,employment_type,job_function,industry,Min_Salary,Max_Salary
"Data Scientist, Computational Biology",Repertoire Immune Medicines,"Cambridge, MA",Cambridge,MA,1 week ago,,"$80,000.00/yr - $120,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Biotechnology Research,80000,120000
Data Science Graduate,Hewlett Packard Enterprise,"Andover, MA",Andover,MA,2 weeks ago,127 applicants,"$100,000.00/yr - $130,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,100000,130000
Data Science Graduate,Hewlett Packard Enterprise,"Andover, MA",Andover,MA,2 weeks ago,127 applicants,"$58,500.00/yr - $135,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,58500,135000
Scientist– Artificial Intelligence/Machine Learning (AI/ML) for Human Health and Performance,"Vivonics, Inc.","Bedford, MA",Bedford,MA,4 days ago,44 applicants,"$170,000.00/yr - $230,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Biotechnology Research and Medical Equipment Manufacturing,170000,230000
AI/ML Engineer,GSK,"Cambridge, MA",Cambridge,MA,2 days ago,143 applicants,"$100,000.00/yr - $160,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing,100000,160000
Research Scientist - Optimization & Intelligent Robotics,Mitsubishi Electric Research Laboratories,"Cambridge, MA",Cambridge,MA,10 months ago,74 applicants,"$110,000.00/yr - $150,000.00/yr",Mid-Senior level,Full-time,Other,Non-profit Organizations and Primary and Secondary Education,110000,150000
Machine Learning Engineer,Boston Quantara,"Boston, MA",Boston,MA,3 weeks ago,,"$100,000.00/yr - $180,000.00/yr",Mid-Senior level,Full-time,Information Technology and Health Care Provider,"Hospitals and Health Care, Staffing and Recruiting, and Software Development",100000,180000
Data Scientist,Red Hat,"Boston, MA",Boston,MA,2 days ago,178 applicants,"$127,890.00/yr - $211,180.00/yr",Not Applicable,Full-time,Engineering,Software Development and IT Services and IT Consulting,127890,211180
Machine Learning Researcher,CodaMetrix,"Boston, MA",Boston,MA,2 weeks ago,63 applicants,"$165,000.00/yr - $250,000.00/yr",Mid-Senior level,Full-time,Other,Internet Publishing,165000,250000
Senior Data Scientist,Alexander Technology Group,"Newburyport, MA",Newburyport,MA,3 days ago,151 applicants,"$100,000.00/yr - $150,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,100000,150000
Data Scientist,Zelis,"Boston, MA",Boston,MA,1 week ago,,"$65,000.00/yr - $120,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Software Development,65000,120000
"Data Scientist, Product Analytics",Meta,"Austin, TX",Austin,TX,,,"$134,000.00/yr - $204,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",134000,204000
Data Scientist,Augment Jobs,"Austin, TX",Austin,TX,3 months ago,,"$80,000.00/yr - $120,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Venture Capital and Private Equity Principals,80000,120000
Data Scientist,Proven Recruiting,"Austin, TX",Austin,TX,3 days ago,,"$85,000.00/yr - $110,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,85000,110000
"Data Scientist / Senior Data Scientist, Analytics",DoorDash,"Austin, TX",Austin,TX,4 days ago,,"$120,000.00/yr - $160,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,120000,160000
HR Data Scientist,Augment Jobs,"Austin, TX",Austin,TX,1 month ago,47 applicants,"$110,000.00/yr - $140,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,"Financial Services, Information Services, and IT Services and IT Consulting",110000,140000
Data Scientist,VICTORY,"Austin, TX",Austin,TX,5 months ago,68 applicants,"$130,000.00/yr - $130,000.00/yr",Entry level,Full-time,Engineering and Information Technology,IT System Custom Software Development,130000,130000
HR Data Scientist,Augment Jobs,"Austin, TX",Austin,TX,1 week ago,50 applicants,"$80,000.00/yr - $120,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,"Accounting, Consumer Services, and Appliances, Electrical, and Electronics Manufacturing",80000,120000
Data Scientist,General Motors,"Austin, TX",Austin,TX,2 weeks ago,170 applicants,"$140,000.00/yr - $160,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,"Motor Vehicle Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and IT Services and IT Consulting",140000,160000
ML Engineer-AI/ML- US,Zortech Solutions,"Austin, TX",Austin,TX,1 month ago,,"$130,000.00/yr - $150,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Human Resources Services,130000,150000
Senior Fraud Data Scientist,Auctane,"Austin, TX",Austin,TX,2 weeks ago,90 applicants,"$90,000.00/yr - $145,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",90000,145000
Data Scientist,Optomi,"Austin, TX",Austin,TX,3 weeks ago,,"$130,000.00/yr - $150,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,130000,150000
Data Scientist,Abbott,"Austin, TX",Austin,TX,3 weeks ago,,"$64,000.00/yr - $128,000.00/yr",Associate,Full-time,Research,Hospitals and Health Care,64000,128000
Data Science,Syntricate Technologies,"Austin, TX",Austin,TX,2 days ago,,"$120,000.00/yr - $145,000.00/yr",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,120000,145000
Data Scientist / Statistician,Wipro,"Austin, TX",Austin,TX,3 weeks ago,,"$80,000.00/yr - $140,000.00/yr",Not Applicable,Full-time,"Science, Engineering, and Manufacturing","IT Services and IT Consulting, Manufacturing, and Semiconductor Manufacturing",80000,140000
Data Scientist,Geosyntec Consultants,"Houston, TX",Houston,TX,2 days ago,,"$90,000.00/yr - $140,000.00/yr",Not Applicable,Full-time,"Science, Consulting, and Engineering","Civil Engineering, Environmental Services, and Construction",90000,140000
Principal Data Scientist (The Data Whisperer),"Unreal Staffing, Inc","Austin, TX",Austin,TX,1 month ago,,"$130,000.00/yr - $160,000.00/yr",Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,130000,160000
AI / ML Engineer,EPSoft,"Plano, TX",Plano,TX,3 months ago,142 applicants,"$80,000.00/yr - $135,600.00/yr",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,80000,135600
Data Scientist - All Levels,Interclypse,"San Antonio, TX",San Antonio,TX,5 days ago,,"$110,000.00/yr - $140,000.00/yr",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,110000,140000
Data Scientist,Prospect 33,"Dallas, TX",Dallas,TX,3 weeks ago,,"$70,000.00/yr - $75,000.00/yr",Associate,Full-time,Information Technology,Financial Services,70000,75000
Data Scientist - Optimization,Tiger Analytics,"Dallas, TX",Dallas,TX,2 months ago,,"$90,000.00/yr - $145,000.00/yr",Mid-Senior level,Full-time,Analyst,Non-profit Organizations and Primary and Secondary Education,90000,145000
AI/ML Engineer,EPSoft,"Dallas, TX",Dallas,TX,4 months ago,154 applicants,"$80,000.00/yr - $135,600.00/yr",Entry level,Full-time,Engineering and Information Technology,Software Development,80000,135600
Data Scientist,"Pyramid Consulting, Inc","Plano, TX",Plano,TX,2 months ago,65 applicants,"$120,000.00/yr - $160,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,120000,160000
Data Scientist,Atmos Energy,"Dallas, TX",Dallas,TX,3 days ago,,"$120,000.00/yr - $150,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Utilities,120000,150000
AI/ML Engineer,GSK,"Collegeville, PA",Collegeville,PA,2 days ago,88 applicants,"$130,900.00/yr - $177,100.00/yr",Not Applicable,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing,130900,177100
Data Scientist (Division of Biostatistics),University of Pennsylvania,"Philadelphia, PA",Philadelphia,PA,2 weeks ago,,"$85,000.00/yr - $120,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Higher Education,85000,120000
Staff Data Scientist,Noom,"Philadelphia, PA",Philadelphia,PA,3 months ago,155 applicants,"$231,000.00/yr - $312,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Wellness and Fitness Services,231000,312000
Data Science ( Data Scientist ),"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,120 applicants,"$60,000.00/yr - $120,000.00/yr",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,60000,120000
Data Scientist,Geosyntec Consultants,"Raleigh, NC",Raleigh,NC,2 days ago,,"$50,000.00/yr - $80,000.00/yr",Not Applicable,Full-time,"Science, Consulting, and Engineering","Civil Engineering, Environmental Services, and Construction",50000,80000
Data Science Scientist,TekOne IT Services Pvt. Ltd.,"Durham, NC",Durham,NC,2 months ago,,"$90,000.00/yr - $110,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Human Resources Services,90000,110000
Data Scientist,"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,148 applicants,"$60,000.00/yr - $120,000.00/yr",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,60000,120000
Data Scientist,PartnerRe,"Charlotte, NC",Charlotte,NC,1 week ago,,"$90,000.00/yr - $110,000.00/yr",Entry level,Full-time,General Business,Insurance,90000,110000
Data Scientist,InfiCare Staffing,"Raleigh, NC",Raleigh,NC,1 month ago,80 applicants,"$70,000.00/yr - $100,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,70000,100000
Data Scientist,Genesis10,"Charlotte, NC",Charlotte,NC,2 weeks ago,28 applicants,"$90,000.00/yr - $120,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,90000,120000
AI/ML Engineer,Ccube,"Matthews, NC",Matthews,NC,2 months ago,140 applicants,"$110,900.00/yr - $160,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,110900,160000
Data Scientist,DS Technologies Inc,"Raleigh, NC",Raleigh,NC,1 month ago,181 applicants,"$70,000.00/yr - $80,000.00/yr",Entry level,Contract,Engineering and Information Technology,IT Services and IT Consulting,70000,80000
Field Data Scientist,Howso,"Raleigh, NC",Raleigh,NC,4 months ago,,"$60,000.00/yr - $90,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Non-profit Organizations and Primary and Secondary Education,60000,90000
"Software Engineer, Full Stack - Slack (Multiple Levels)",Slack,"Raleigh, NC",Raleigh,NC,1 week ago,,"$90,000.00/yr - $130,000.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",90000,130000
Data Science ( Data Scientist ),"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,126 applicants,"$70,000.00/yr - $120,000.00/yr",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,70000,120000
Business Analyst (Data Governance),Enexus Global Inc.,"San Francisco, CA",San Francisco,CA,3 weeks ago,127 applicants,"$70,000.00/yr - $120,000.00/yr",Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,70000,120000
Business Systems Analyst,Brex,"San Francisco, CA",San Francisco,CA,1 day ago,,"$135,720.00/yr - $169,650.00/yr",Mid-Senior level,Full-time,Information Technology,Financial Services,135720,169650
Statistical Data and Information Analyst,AC Transit,"Oakland, CA",Oakland,CA,1 week ago,39 applicants,"$90,000.00/yr - $130,000.00/yr",Mid-Senior level,Full-time,Information Technology,Urban Transit Services,90000,130000
"Quantitative Marketing Analyst, Google, Search Marketing",Google,"San Francisco, CA",San Francisco,CA,1 week ago,,"$87,000.00/yr - $128,000.00/yr",Not Applicable,Full-time,"General Business, Strategy/Planning, and Consulting","Information Services and Technology, Information and Internet",87000,128000
Business Analyst,CGS Federal (Contact Government Services),"San Francisco, CA",San Francisco,CA,1 month ago,,"$102,890.67/yr - $139,637.34/yr",Not Applicable,Contract,"Research, Analyst, and Information Technology",Government Relations Services,102890,139637
Business Intelligence Analyst,Augment Jobs,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,147 applicants,"$75,000.00/yr - $135,000.00/yr",Associate,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,75000,135000
Business Intelligence Analyst,Augment Jobs,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,108 applicants,"$75,000.00/yr - $135,000.00/yr",Associate,Full-time,"Research, Analyst, and Information Technology",Financial Services,75000,135000
Junior Data Analyst,SynergisticIT,"Seattle, WA",Seattle,WA,2 weeks ago,,"$60,000.00/yr - $90,000.00/yr",Entry level,Full-time,Information Technology,IT Services and IT Consulting,60000,90000
Data Analyst,InterSources Inc,"Seattle, WA",Seattle,WA,1 month ago,,"$110,000.00/yr - $150,100.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,110000,150100
Data Governance Manager,OGx,Los Angeles Metropolitan Area,Los Angeles Metropolitan Area,CA,1 week ago,51 applicants,"$105,000.00/yr - $145,000.00/yr",Mid-Senior level,Full-time,"Consulting, Information Technology, and Project Management","Business Consulting and Services, IT Services and IT Consulting, and Data Infrastructure and Analytics",105000,145000
Data Governance- Regulatory Reporting Consultant - W2 Contract,"MM International, LLC","San Francisco, CA",San Francisco,CA,3 months ago,,"$120,000.00/yr - $140,000.00/yr",Mid-Senior level,Contract,Finance and Sales,Staffing and Recruiting,120000,140000
Data Governance Project Manager,Geopaq Logic Inc,"Irvine, CA",Irvine,CA,2 weeks ago,,"$120,000.00/yr - $140,000.00/yr",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,120000,140000
Data Governance Practice Lead,Allergan Data Labs,"Irvine, CA",Irvine,CA,3 weeks ago,63 applicants,"$120,000.00/yr - $140,000.00/yr",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",120000,140000
Data Governance Data Analyst,Syntricate Technologies,"San Jose, CA",San Jose,CA,1 day ago,,"$85,000.00/yr - $110,000.00/yr",Entry level,Full-time,Information Technology,IT Services and IT Consulting,85000,110000
Reporting Analyst,HatchPros,"Chicago, IL",Chicago,IL,1 month ago,35 applicants,"$70,000.00/yr - $110,000.00/yr",Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,70000,110000
Bi Analyst,TekOne IT Services Pvt. Ltd.,"Des Plaines, IL",Des Plaines,IL,2 months ago,,"$60,000.00/yr - $110,000.00/yr",Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services,60000,110000
Business Intelligence Developer,University of Utah,"Salt Lake City, UT",Salt Lake City,UT,4 months ago,126 applicants,"$47,600.00/yr - $84,249.00/yr",Mid-Senior level,Full-time,Information Technology,Higher Education,47600,84249
Business Analyst,LaunchPointPEO,"Ogden, UT",Ogden,UT,1 week ago,94 applicants,"$79,000.00/yr - $84,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Internet Publishing,79000,84000
Business Intelligence Developer (On-Site),Sunwest Bank,"Sandy, UT",Sandy,UT,2 weeks ago,,"$120,000.00/yr - $130,000.00/yr",Mid-Senior level,Full-time,Information Technology,Banking,120000,130000
"Senior Analyst, Fraud Analytics and Reporting",SoFi,"Cottonwood Heights, UT",Cottonwood Heights,UT,3 days ago,139 applicants,"$99,200.00/yr - $186,000.00/yr",Not Applicable,Full-time,Business Development and Sales,Financial Services,99200,186000
Sr. Data Reporting Analyst,"Hunter Douglas, Inc.","Salt Lake City, UT",Salt Lake City,UT,4 days ago,107 applicants,"$96,000.00/yr - $108,000.00/yr",Mid-Senior level,Full-time,Information Technology,Manufacturing,96000,108000
Machine Learning Scientist,Qarik Group,"Chicago, IL",Chicago,IL,1 month ago,128 applicants,"$70,000.00/yr - $120,000.00/yr",Not Applicable,Full-time,Other,IT Services and IT Consulting,70000,120000
Data Scientist,Stripe,"Chicago, IL",Chicago,IL,1 week ago,,"$146,900.00/yr - $251,200.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, Financial Services, and Technology, Information and Internet",146900,251200
Data Scientist,Loyola University Chicago,"Chicago, IL",Chicago,IL,6 days ago,100 applicants,"$80,000.00/yr - $130,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Higher Education,80000,130000
Jr. Software Engineer,NinjaHoldings,"Chicago, IL",Chicago,IL,1 month ago,,"$80,000.00/yr - $120,500.00/yr",Entry level,Full-time,Engineering and Information Technology,Financial Services,80000,120500
Data Scientist,Walgreens,"Deerfield, IL",Deerfield,IL,5 days ago,,"$90,000.00/yr - $140,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,Retail Pharmacies,90000,140000
Dev10 Entry Level Data Engineer – Nationwide,Genesis10,"Chicago, IL",Chicago,IL,3 weeks ago,142 applicants,"$50,000.00/yr - $60,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,50000,60000
Full-Stack Engineer with ML/AI Experience,"Unreal Staffing, Inc","Chicago, IL",Chicago,IL,5 months ago,39 applicants,"$70,000.00/yr - $130,000.00/yr",Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,70000,130000
Data Scientist - Junior,SynergisticIT,"Chicago, IL",Chicago,IL,5 days ago,41 applicants,"$80,000.00/yr - $130,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Biotechnology Research and IT Services and IT Consulting,80000,130000
"Machine Learning Solutions Engineer, Cloud Learning Services",Google,"Chicago, IL",Chicago,IL,1 week ago,62 applicants,"$142,000.00/yr - $211,000.00/yr",Not Applicable,Full-time,"Project Management, Consulting, and Engineering","Information Services and Technology, Information and Internet",142000,211000
Machine Learning Engineer,Two Dots,"Los Angeles, CA",Los Angeles,CA,2 months ago,,"$150,000.00/yr - $225,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Software Development,150000,225000
Machine Learning Engineer,Rebel Space Technologies,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,63 applicants,"$110,000.00/yr - $170,000.00/yr",Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,110000,170000
ML Engineer,iLink Digital,"Los Angeles, CA",Los Angeles,CA,1 month ago,29 applicants,"$90,000.00/yr - $130,000.00/yr",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,90000,130000
Entry Data Engineer,VideoAmp,"Los Angeles, CA",Los Angeles,CA,2 weeks ago,,"$70,000.00/yr - $110,000.00/yr",Entry level,Full-time,Information Technology,Advertising Services,70000,110000
Machine Learning Engineer - New Verticals,DoorDash,"Los Angeles, CA",Los Angeles,CA,1 day ago,117 applicants,"$95,000.00/yr - $135,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Software Development,95000,135000
Software Engineer (New Grad),Axle Health,"Los Angeles, CA",Los Angeles,CA,1 month ago,,"$120,000.00/yr - $140,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Information Technology & Services,120000,140000
Machine Learning Engineer,Rebel Space Technologies,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,63 applicants,"$80,000.00/yr - $130,000.00/yr",Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,80000,130000
Machine Learning Engineer,Tencent,"Los Angeles, CA",Los Angeles,CA,2 months ago,,"$142,800.00/yr - $241,200.00/yr",Entry level,Full-time,"Research, Information Technology, and Engineering",Software Development,142800,241200
Entry Data Engineer,VideoAmp,"Los Angeles, CA",Los Angeles,CA,2 weeks ago,,"$90,000.00/yr - $115,000.00/yr",Entry level,Full-time,Information Technology,Advertising Services,90000,115000
Machine Learning Engineer,Rebel Space Technologies,"Long Beach, CA",Long Beach,CA,3 weeks ago,71 applicants,"$110,000.00/yr - $170,000.00/yr",Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,110000,170000
AI ML Cloud Engineer,ChabezTech LLC,"Los Angeles, CA",Los Angeles,CA,5 months ago,197 applicants,"$120,000.00/yr - $180,000.00/yr",Mid-Senior level,Contract,Engineering and Information Technology,Investment Banking,120000,180000
Data Scientist,"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,148 applicants,"$70,000.00/yr - $120,000.00/yr",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,70000,120000
Machine Learning Engineer,CoVar,"Durham, NC",Durham,NC,7 months ago,117 applicants,"$90,000.00/yr - $150,000.00/yr",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",90000,150000
"Software Engineer, Full Stack - Slack (Multiple Levels)",Salesforce,"Raleigh, NC",Raleigh,NC,1 week ago,,"$70,000.00/yr - $120,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet",70000,120000
Artificial Intelligence Engineer,Hamilton Porter,"Seattle, WA",Seattle,WA,2 weeks ago,,"$170,000.00/yr - $180,000.00/yr",Mid-Senior level,Full-time,Information Technology and Engineering,"Software Development, Technology, Information and Internet, and Advertising Services",170000,180000
Machine Learning Engineer (Junior & New Grad),NewsBreak,"Bellevue, WA",Bellevue,WA,7 months ago,,"$125,000.00/yr - $168,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Software Development,125000,168000
Data Scientist,Microsoft,"Redmond, WA",Redmond,WA,6 days ago,,"$98,300.00/yr - $208,800.00/yr",Not Applicable,Full-time,Engineering and Information Technology,Software Development,98300,208800
Machine Learning Engineer - Applied AI,Uber,"Seattle, WA",Seattle,WA,1 week ago,,"$80,000.00/yr - $120,000.00/yr",Not Applicable,Full-time,Engineering and Information Technology,Internet Marketplace Platforms,80000,120000
"Software Engineer, Search",Rover.com,"Seattle, WA",Seattle,WA,2 months ago,,"$118,476.00/yr - $152,686.00/yr",Not Applicable,Full-time,Engineering and Information Technology,Consumer Services,118476,152686
Machine Learning Engineer,Atlassian,"Seattle, WA",Seattle,WA,5 days ago,172 applicants,"$156,000.00/yr - $231,100.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,156000,231100
"Machine Learning Engineer, Payment Intelligence",Stripe,"Seattle, WA",Seattle,WA,1 week ago,,"$211,200.00/yr - $316,800.00/yr",Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, Financial Services, and Technology, Information and Internet",211200,316800
"Machine Learning Engineer, Forecast Platform",DoorDash,"Seattle, WA",Seattle,WA,1 day ago,168 applicants,"$120,000.00/yr - $140,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Software Development,120000,140000
"Machine Learning Engineer, Typographic Intelligence",Adobe,"Seattle, WA",Seattle,WA,4 days ago,,"$90,000.00/yr - $140,000.00/yr",Entry level,Full-time,Engineering and Information Technology,"Advertising Services, IT Services and IT Consulting, and Software Development",90000,140000
Entry Level ML Engineer,SynergisticIT,"Seattle, WA",Seattle,WA,1 week ago,,"$60,000.00/yr - $90,000.00/yr",Entry level,Full-time,Engineering and Information Technology,Civil Engineering,60000,90000
Business Analyst,Safeway,"Pleasanton, CA",Pleasanton,CA,1 week ago,,"$120,000.00/yr - $145,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Retail,120000,145000
Business Intelligence Analyst,Longbow Advantage,"Orange County, CA",Orange County,CA,2 months ago,,"$120,000.00/yr - $145,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Internet Publishing,120000,145000
Business Analyst,"American Honda Motor Company, Inc.",Los Angeles Metropolitan Area,Los Angeles Metropolitan Area,CA,6 days ago,,"$86,700.00/yr - $130,000.00/yr",Mid-Senior level,Full-time,Analyst and Information Technology,"Technology, Information and Media",86700,130000
Financial Analyst,Visa,"Foster City, CA",Foster City,CA,2 days ago,160 applicants,"$87,000.00/yr - $128,000.00/yr",Mid-Senior level,Full-time,Accounting/Auditing,IT Services and IT Consulting,87000,128000
"Manager, Business Intelligence",Firework,"San Mateo, CA",San Mateo,CA,3 months ago,94 applicants,"$130,000.00/yr - $140,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Transportation, Logistics, Supply Chain and Storage",130000,140000
Product Growth Analyst,Meta,"Menlo Park, CA",Menlo Park,CA,2 weeks ago,,"$128,000.00/yr - $185,000.00/yr",Not Applicable,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",128000,185000
Business Intelligence Analyst,Los Angeles Tourism & Convention Board,"Los Angeles, CA",Los Angeles,CA,2 weeks ago,,"$80,000.00/yr - $100,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Hospitality,80000,100000
Data Governance,Syntricate Technologies,"Foster City, CA",Foster City,CA,,,"$85,000.00/yr - $110,000.00/yr",Entry level,Full-time,Information Technology,Information Technology & Services,85000,110000
"Business Analyst, Amazon Fresh Grocery",Amazon,"New York, United States",New York,NY,2 weeks ago,,"$66,900.00/yr - $143,100.00/yr",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology",Software Development,66900,143100
"Business Analyst II, Planning and Operations, Shopbop",Shopbop,"New York, United States",New York,NY,3 days ago,,"$66,900.00/yr - $143,100.00/yr",Mid-Senior level,Full-time,"Strategy/Planning, Analyst, and Information Technology",Retail,66900,143100
Business Analyst,Scaler,"New York, NY",New York,NY,2 months ago,151 applicants,"$80,000.00/yr - $160,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Software Development,80000,160000
"Business Analyst, Logistics, Shopbop",Shopbop,"New York, United States",New York,NY,3 days ago,,"$66,900.00/yr - $143,100.00/yr",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology",Retail,66900,143100
"Business Analyst, Amazon Fresh",Amazon,"New York, United States",New York,NY,3 days ago,144 applicants,"$66,900.00/yr - $143,100.00/yr",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology",Software Development,66900,143100
Business Analyst,CGS Federal (Contact Government Services),"Albany, NY",Albany,NY,1 month ago,,"$102,890.67/yr - $139,637.34/yr",Not Applicable,Contract,"Research, Analyst, and Information Technology",Government Relations Services,102890,139637
Business Analyst,CGS Federal (Contact Government Services),"Syracuse, NY",Syracuse,NY,1 month ago,26 applicants,"$102,890.67/yr - $139,637.34/yr",Not Applicable,Contract,"Research, Analyst, and Information Technology",Government Relations Services,102890,139637
Business Analyst,CGS Federal (Contact Government Services),"Rochester, NY",Rochester,NY,1 month ago,,"$102,890.67/yr - $139,637.34/yr",Not Applicable,Contract,"Research, Analyst, and Information Technology",Government Relations Services,102890,139637
Business Analyst,United Way of New York City,"New York, NY",New York,NY,2 weeks ago,,"$110,000.00/yr - $125,000.00/yr",Mid-Senior level,Full-time,"Analyst, Information Technology, and Consulting",Non-profit Organization Management,110000,125000
Business Analyst,CGS Federal (Contact Government Services),"Santa Ana, CA",Santa Ana,CA,1 month ago,32 applicants,"$102,890.67/yr - $139,637.34/yr",Not Applicable,Contract,"Research, Analyst, and Information Technology",Government Relations Services,102890,139637
Business Analyst,Adame Services LLC,"Pleasanton, CA",Pleasanton,CA,3 months ago,143 applicants,"$70,000.00/yr - $120,000.00/yr",Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,70000,120000
Business Analyst,RealREPP,"Oakland, CA",Oakland,CA,2 weeks ago,,"$75,000.00/yr - $135,000.00/yr",Associate,Full-time,"Research, Analyst, and Information Technology","Real Estate, Construction, and Financial Services",75000,135000
"Business Analyst, FP&A Systems Strategy and Enablement",Netflix,"Los Gatos, CA",Los Gatos,CA,2 weeks ago,,"$50,000.00/yr - $240,000.00/yr",Not Applicable,Full-time,Other,Entertainment Providers,50000,240000
Business Analyst,IT Minds LLC,"Irvine, CA",Irvine,CA,1 month ago,163 applicants,"$75,000.00/yr - $135,000.00/yr",Associate,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,75000,135000
Sr. Business Analyst,Accroid Inc,"Fremont, CA",Fremont,CA,4 months ago,123 applicants,"$70,000.00/yr - $120,000.00/yr",Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,70000,120000
